
RAxML-NG v. 1.1.0-master released on 04.08.2022 by The Exelixis Lab.
Developed by: Alexey M. Kozlov and Alexandros Stamatakis.
Contributors: Diego Darriba, Tomas Flouri, Benoit Morel, Sarah Lutteropp, Ben Bettisworth.
Latest version: https://github.com/amkozlov/raxml-ng
Questions/problems/suggestions? Please visit: https://groups.google.com/forum/#!forum/raxml

System: Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz, 2 cores, 15 GB RAM

RAxML-NG was called at 13-Dec-2022 10:33:03 as follows:

./../tools/raxml-ng/build/bin/raxml-ng --msa data/language_alignments/morpho_filtered_union_best_nj.phy --model BIN --prefix output/raxml/interim/filtered_pars100rand100bin --threads 2 --seed 2 --tree pars{100},rand{100}

Analysis options:
  run mode: ML tree search
  start tree(s): random (100) + parsimony (100)
  random seed: 2
  tip-inner: OFF
  pattern compression: ON
  per-rate scalers: OFF
  site repeats: ON
  fast spr radius: AUTO
  spr subtree cutoff: 1.000000
  branch lengths: proportional (ML estimate, algorithm: NR-FAST)
  SIMD kernels: AVX2
  parallelization: coarse-grained (auto), PTHREADS (2 threads), thread pinning: OFF
[00:00:09] [worker #1] ML tree search #22, logLikelihood: -977.409779
[00:00:10] [worker #1] ML tree search #24, logLikelihood: -976.665016
[00:00:11] [worker #0] ML tree search #21, logLikelihood: -975.210780
[00:00:11] [worker #1] ML tree search #26, logLikelihood: -977.533155
[00:00:11] [worker #0] ML tree search #23, logLikelihood: -977.352733
[00:00:11] [worker #1] ML tree search #28, logLikelihood: -977.854210
[00:00:12] [worker #1] ML tree search #30, logLikelihood: -976.665015
[00:00:12] [worker #0] ML tree search #25, logLikelihood: -976.071985
[00:00:13] [worker #1] ML tree search #32, logLikelihood: -977.209656
[00:00:13] [worker #0] ML tree search #27, logLikelihood: -975.456624
[00:00:14] [worker #1] ML tree search #34, logLikelihood: -975.210779
[00:00:15] [worker #0] ML tree search #29, logLikelihood: -976.770250
[00:00:15] [worker #1] ML tree search #36, logLikelihood: -979.949872
[00:00:15] [worker #0] ML tree search #31, logLikelihood: -976.887870
[00:00:15] [worker #1] ML tree search #38, logLikelihood: -976.887901
[00:00:16] [worker #0] ML tree search #33, logLikelihood: -977.413060
[00:00:16] [worker #0] ML tree search #35, logLikelihood: -976.665015
[00:00:16] [worker #1] ML tree search #40, logLikelihood: -975.587483
[00:00:17] [worker #1] ML tree search #42, logLikelihood: -976.887869
[00:00:17] [worker #0] ML tree search #37, logLikelihood: -975.210789
[00:00:18] [worker #1] ML tree search #44, logLikelihood: -976.559128
[00:00:18] [worker #0] ML tree search #39, logLikelihood: -979.895357
[00:00:18] [worker #1] ML tree search #46, logLikelihood: -976.211117
[00:00:19] [worker #0] ML tree search #41, logLikelihood: -976.864931
[00:00:19] [worker #1] ML tree search #48, logLikelihood: -976.086144
[00:00:19] [worker #0] ML tree search #43, logLikelihood: -976.169402
[00:00:20] [worker #1] ML tree search #50, logLikelihood: -977.534329
[00:00:20] [worker #0] ML tree search #45, logLikelihood: -976.071975
[00:00:21] [worker #1] ML tree search #52, logLikelihood: -976.086064
[00:00:21] [worker #0] ML tree search #47, logLikelihood: -976.887869
[00:00:22] [worker #1] ML tree search #54, logLikelihood: -977.326420
[00:00:22] [worker #0] ML tree search #49, logLikelihood: -976.072066
[00:00:23] [worker #0] ML tree search #51, logLikelihood: -975.559897
[00:00:23] [worker #1] ML tree search #56, logLikelihood: -976.071993
[00:00:24] [worker #1] ML tree search #58, logLikelihood: -976.072006
[00:00:24] [worker #0] ML tree search #53, logLikelihood: -976.086111
[00:00:25] [worker #0] ML tree search #55, logLikelihood: -976.656157
[00:00:25] [worker #1] ML tree search #60, logLikelihood: -976.864974
[00:00:26] [worker #1] ML tree search #62, logLikelihood: -976.887869
[00:00:27] [worker #0] ML tree search #57, logLikelihood: -977.102128
[00:00:27] [worker #1] ML tree search #64, logLikelihood: -977.462874
[00:00:28] [worker #0] ML tree search #59, logLikelihood: -976.887869
[00:00:29] [worker #1] ML tree search #66, logLikelihood: -977.229622
[00:00:29] [worker #0] ML tree search #61, logLikelihood: -977.299833
[00:00:30] [worker #0] ML tree search #63, logLikelihood: -976.559131
[00:00:31] [worker #0] ML tree search #65, logLikelihood: -976.887870
[00:00:31] [worker #1] ML tree search #68, logLikelihood: -975.210799
[00:00:32] [worker #0] ML tree search #67, logLikelihood: -975.210783
[00:00:33] [worker #1] ML tree search #70, logLikelihood: -976.656338
[00:00:33] [worker #0] ML tree search #69, logLikelihood: -977.409779
[00:00:34] [worker #1] ML tree search #72, logLikelihood: -977.299833
[00:00:34] [worker #0] ML tree search #71, logLikelihood: -977.126408
[00:00:35] [worker #1] ML tree search #74, logLikelihood: -976.211117
[00:00:35] [worker #0] ML tree search #73, logLikelihood: -977.852370
[00:00:36] [worker #1] ML tree search #76, logLikelihood: -977.137277
[00:00:36] [worker #0] ML tree search #75, logLikelihood: -978.596701
[00:00:37] [worker #1] ML tree search #78, logLikelihood: -976.665015
[00:00:38] [worker #0] ML tree search #77, logLikelihood: -976.390243
[00:00:38] [worker #1] ML tree search #80, logLikelihood: -976.086007
[00:00:39] [worker #1] ML tree search #82, logLikelihood: -979.917093
[00:00:39] [worker #0] ML tree search #79, logLikelihood: -977.533130
[00:00:40] [worker #1] ML tree search #84, logLikelihood: -978.079496
[00:00:41] [worker #0] ML tree search #81, logLikelihood: -975.210790
[00:00:41] [worker #1] ML tree search #86, logLikelihood: -976.072003
[00:00:42] [worker #0] ML tree search #83, logLikelihood: -976.071991
[00:00:42] [worker #1] ML tree search #88, logLikelihood: -977.258772
[00:00:42] [worker #0] ML tree search #85, logLikelihood: -977.864369
[00:00:43] [worker #0] ML tree search #87, logLikelihood: -977.152961
[00:00:43] [worker #1] ML tree search #90, logLikelihood: -977.185513
[00:00:44] [worker #1] ML tree search #92, logLikelihood: -977.854210
[00:00:44] [worker #0] ML tree search #89, logLikelihood: -976.071915
[00:00:45] [worker #1] ML tree search #94, logLikelihood: -977.209748
[00:00:45] [worker #0] ML tree search #91, logLikelihood: -975.210847
[00:00:46] [worker #1] ML tree search #96, logLikelihood: -977.534317
[00:00:46] [worker #1] ML tree search #98, logLikelihood: -977.566086
[00:00:47] [worker #0] ML tree search #93, logLikelihood: -976.665219
[00:00:47] [worker #1] ML tree search #100, logLikelihood: -980.236085
[00:00:48] [worker #0] ML tree search #95, logLikelihood: -976.891392
[00:00:48] [worker #1] ML tree search #102, logLikelihood: -977.852376
[00:00:48] [worker #0] ML tree search #97, logLikelihood: -976.887869
[00:00:49] [worker #1] ML tree search #104, logLikelihood: -976.887885
[00:00:49] [worker #0] ML tree search #99, logLikelihood: -975.587484
[00:00:49] [worker #1] ML tree search #106, logLikelihood: -978.079501
[00:00:50] [worker #0] ML tree search #101, logLikelihood: -978.519511
[00:00:50] [worker #1] ML tree search #108, logLikelihood: -976.559128
[00:00:50] [worker #0] ML tree search #103, logLikelihood: -976.887870
[00:00:51] [worker #1] ML tree search #110, logLikelihood: -982.069282
[00:00:51] [worker #0] ML tree search #105, logLikelihood: -976.072827
[00:00:52] [worker #0] ML tree search #107, logLikelihood: -975.210776
[00:00:52] [worker #1] ML tree search #112, logLikelihood: -977.352836
[00:00:53] [worker #1] ML tree search #114, logLikelihood: -976.559136
[00:00:53] [worker #0] ML tree search #109, logLikelihood: -976.559250
[00:00:53] [worker #0] ML tree search #111, logLikelihood: -978.519510
[00:00:53] [worker #1] ML tree search #116, logLikelihood: -976.559128
[00:00:54] [worker #1] ML tree search #118, logLikelihood: -977.352746
[00:00:54] [worker #0] ML tree search #113, logLikelihood: -976.072002
[00:00:55] [worker #1] ML tree search #120, logLikelihood: -976.071997
[00:00:56] [worker #1] ML tree search #122, logLikelihood: -977.485799
[00:00:56] [worker #0] ML tree search #115, logLikelihood: -976.665060
[00:00:56] [worker #1] ML tree search #124, logLikelihood: -975.210773
[00:00:56] [worker #0] ML tree search #117, logLikelihood: -976.559133
[00:00:57] [worker #1] ML tree search #126, logLikelihood: -975.210773
[00:00:57] [worker #0] ML tree search #119, logLikelihood: -977.656803
[00:00:58] [worker #0] ML tree search #121, logLikelihood: -976.072839
[00:00:58] [worker #1] ML tree search #128, logLikelihood: -976.071941
[00:00:59] [worker #1] ML tree search #130, logLikelihood: -975.821012
[00:00:59] [worker #0] ML tree search #123, logLikelihood: -975.861746
[00:01:00] [worker #1] ML tree search #132, logLikelihood: -977.229644
[00:01:01] [worker #0] ML tree search #125, logLikelihood: -976.559203
[00:01:01] [worker #1] ML tree search #134, logLikelihood: -976.072012
[00:01:02] [worker #0] ML tree search #127, logLikelihood: -979.670380
[00:01:02] [worker #1] ML tree search #136, logLikelihood: -977.392053
[00:01:03] [worker #0] ML tree search #129, logLikelihood: -977.644895
[00:01:03] [worker #1] ML tree search #138, logLikelihood: -977.462754
[00:01:04] [worker #0] ML tree search #131, logLikelihood: -975.821122
[00:01:04] [worker #1] ML tree search #140, logLikelihood: -977.474087
[00:01:05] [worker #1] ML tree search #142, logLikelihood: -975.821262
[00:01:06] [worker #0] ML tree search #133, logLikelihood: -975.559966
[00:01:06] [worker #1] ML tree search #144, logLikelihood: -976.887874
[00:01:07] [worker #1] ML tree search #146, logLikelihood: -978.079476
[00:01:08] [worker #0] ML tree search #135, logLikelihood: -975.861528
[00:01:08] [worker #1] ML tree search #148, logLikelihood: -977.352757
[00:01:09] [worker #1] ML tree search #150, logLikelihood: -975.821107
[00:01:09] [worker #0] ML tree search #137, logLikelihood: -975.210798
[00:01:10] [worker #1] ML tree search #152, logLikelihood: -977.969756
[00:01:10] [worker #0] ML tree search #139, logLikelihood: -976.559136
[00:01:10] [worker #1] ML tree search #154, logLikelihood: -977.644889
[00:01:11] [worker #0] ML tree search #141, logLikelihood: -977.864376
[00:01:11] [worker #1] ML tree search #156, logLikelihood: -975.210777
[00:01:11] [worker #0] ML tree search #143, logLikelihood: -977.102018
[00:01:12] [worker #1] ML tree search #158, logLikelihood: -975.559900
[00:01:12] [worker #0] ML tree search #145, logLikelihood: -980.154050
[00:01:12] [worker #1] ML tree search #160, logLikelihood: -975.210773
[00:01:13] [worker #0] ML tree search #147, logLikelihood: -975.210829
[00:01:13] [worker #1] ML tree search #162, logLikelihood: -975.821126
[00:01:14] [worker #0] ML tree search #149, logLikelihood: -977.651085
[00:01:14] [worker #1] ML tree search #164, logLikelihood: -976.910944
[00:01:15] [worker #0] ML tree search #151, logLikelihood: -976.887881
[00:01:15] [worker #1] ML tree search #166, logLikelihood: -975.861582
[00:01:15] [worker #1] ML tree search #168, logLikelihood: -976.071949
[00:01:15] [worker #0] ML tree search #153, logLikelihood: -978.519511
[00:01:16] [worker #0] ML tree search #155, logLikelihood: -977.646713
[00:01:16] [worker #1] ML tree search #170, logLikelihood: -976.073022
[00:01:17] [worker #1] ML tree search #172, logLikelihood: -977.221130
[00:01:18] [worker #0] ML tree search #157, logLikelihood: -975.210808
[00:01:18] [worker #1] ML tree search #174, logLikelihood: -976.072954
[00:01:19] [worker #0] ML tree search #159, logLikelihood: -975.821201
[00:01:19] [worker #1] ML tree search #176, logLikelihood: -976.072965
[00:01:20] [worker #0] ML tree search #161, logLikelihood: -975.821295
[00:01:21] [worker #0] ML tree search #163, logLikelihood: -976.754821
[00:01:21] [worker #1] ML tree search #178, logLikelihood: -976.887884
[00:01:22] [worker #1] ML tree search #180, logLikelihood: -975.821103
[00:01:22] [worker #0] ML tree search #165, logLikelihood: -975.821114
[00:01:23] [worker #1] ML tree search #182, logLikelihood: -975.821181
[00:01:23] [worker #1] ML tree search #184, logLikelihood: -976.150407
[00:01:24] [worker #0] ML tree search #167, logLikelihood: -975.210881
[00:01:24] [worker #1] ML tree search #186, logLikelihood: -976.071972
[00:01:25] [worker #0] ML tree search #169, logLikelihood: -978.519522
[00:01:25] [worker #1] ML tree search #188, logLikelihood: -977.646681
[00:01:26] [worker #0] ML tree search #171, logLikelihood: -977.262377
[00:01:26] [worker #1] ML tree search #190, logLikelihood: -978.519512
[00:01:26] [worker #0] ML tree search #173, logLikelihood: -975.210831
[00:01:26] [worker #1] ML tree search #192, logLikelihood: -977.646707
[00:01:27] [worker #0] ML tree search #175, logLikelihood: -977.651133
[00:01:28] [worker #1] ML tree search #194, logLikelihood: -975.210869
[00:01:28] [worker #0] ML tree search #177, logLikelihood: -975.821233
[00:01:29] [worker #1] ML tree search #196, logLikelihood: -976.559133
[00:01:29] [worker #0] ML tree search #179, logLikelihood: -976.559135
[00:01:30] [worker #1] ML tree search #198, logLikelihood: -977.102020
[00:01:30] [worker #0] ML tree search #181, logLikelihood: -977.283561
[00:01:30] [worker #1] ML tree search #200, logLikelihood: -977.485920
[00:01:31] [worker #0] ML tree search #183, logLikelihood: -976.887869
[00:01:31] [worker #0] ML tree search #185, logLikelihood: -975.210816
[00:01:33] [worker #0] ML tree search #187, logLikelihood: -977.352734
[00:01:33] [worker #0] ML tree search #189, logLikelihood: -977.310369
[00:01:34] [worker #0] ML tree search #191, logLikelihood: -975.559906
[00:01:35] [worker #0] ML tree search #193, logLikelihood: -977.310367
[00:01:36] [worker #0] ML tree search #195, logLikelihood: -975.210795
[00:01:37] [worker #0] ML tree search #197, logLikelihood: -977.852443
[00:01:37] [worker #0] ML tree search #199, logLikelihood: -978.519511

Optimized model parameters:

   Partition 0: noname
   Rate heterogeneity: NONE
   Base frequencies (ML): 0.598068 0.401932 
   Substitution rates (ML): 1.000000 


Final LogLikelihood: -975.210773

AIC score: 2130.421547 / AICc score: 18510.421547 / BIC score: 2344.803944
Free parameters (model + branch lengths): 90

WARNING: Number of free parameters (K=90) is larger than alignment size (n=80).
         This might lead to overfitting and compromise tree inference results!


WARNING: Best ML tree contains 10 near-zero branches!

Best ML tree with collapsed near-zero branches saved to: /home/luise/master_thesis/scripts/output/raxml/interim/filtered_pars100rand100bin.raxml.bestTreeCollapsed
Best ML tree saved to: /home/luise/master_thesis/scripts/output/raxml/interim/filtered_pars100rand100bin.raxml.bestTree
All ML trees saved to: /home/luise/master_thesis/scripts/output/raxml/interim/filtered_pars100rand100bin.raxml.mlTrees
Optimized model saved to: /home/luise/master_thesis/scripts/output/raxml/interim/filtered_pars100rand100bin.raxml.bestModel

Execution log saved to: /home/luise/master_thesis/scripts/output/raxml/interim/filtered_pars100rand100bin.raxml.log

Analysis started: 13-Dec-2022 10:33:03 / finished: 13-Dec-2022 10:34:41

Elapsed time: 97.733 seconds

